Employee_ID,Hire_Date,Last_Promotion_Date,Last_Login_Timestamp,Department,Job_Role,Job_Level,City,Education,Work_Mode,Marital_Status,Membership_Type,Age,Base_Salary,Performance_Rating,Training_Hours,Overtime_Hours,Projects_Count,Absenteeism_Days,Employee_Comment,Customer_Review,Notes_Raw_Data,Satisfaction_Score,Attrition_Flag
E100517,2022-10-30 22:26:59,2023-10-22 22:26:59,2025-10-05 05:36:08,IT,Analyst,2,Hyderabad,Bachelors,Hybrid,Single,Diamond,34,1308175.0,2.9,34,20,9,1,"Manager is supportive, but workload is high.",Quality is okay… expected better 😐,~~CORRUPT~~@@@,72.4,0
E100518,2018-01-10 08:01:40,2018-10-11 08:01:40,2025-10-23 08:34:17,IT,Lead,5,Delhi,Masters,Onsite,Other,Silver,52,1218870.0,3.8,9,17,8,7,"I enjoy the work, but salary expectations are higher.",Fantastic! Five stars ⭐⭐⭐⭐⭐,%%OK%%^&*(),72.5,0
E100519,2017-12-12 05:46:32,2021-11-11 05:46:32,2025-10-26 17:43:12,Sales,Director,5,Chennai,Bachelors,Hybrid,Married,Diamond,44,878863.0,1.8,16,33,6,10,Remote setup works well for me.,Loved the packaging and quick response time.,$$$ERROR_404!!!,46.7,0
E100520,2023-10-08 05:15:18,2025-12-01 00:00:00,2025-10-22 20:03:13,Operations,Director,4,Delhi,Bachelors,Hybrid,Single,Gold,33,1191637.0,3.3,56,13,1,2,Feeling stressed due to deadlines 😐,Fantastic! Five stars ⭐⭐⭐⭐⭐,**##FAIL##**_backup,80.3,1
E100521,2016-05-13 22:44:55,2019-01-20 22:44:55,2025-10-01 10:15:00,Operations,Manager,3,Bengaluru,Bachelors,Hybrid,Married,Bronze,30,875956.0,2.6,14,37,2,11,Feeling stressed due to deadlines 😐,"Average experience, nothing special.",###@!@!@###,47.7,1
E100522,2023-09-10 03:29:46,2025-02-19 03:29:46,2025-12-11 22:37:46,Sales,Manager,1,Hyderabad,Bachelors,Hybrid,Married,Silver,50,511621.0,2.9,10,56,3,12,Promotion process feels slow…,Quality is okay… expected better 😐,**##FAIL##**,29.6,0
E100523,2023-09-29 22:12:51,2024-05-18 22:12:51,2025-12-10 10:22:18,IT,Director,2,Bengaluru,Bachelors,Hybrid,Single,Diamond,41,1275800.0,3.4,4,39,9,8,Promotion process feels slow…,Loved the packaging and quick response time.,###REF!@#$$,43.2,0
E100524,2020-09-06 19:18:57,2023-11-14 19:18:57,2025-10-10 23:26:43,Operations,Manager,1,Chennai,Masters,Hybrid,Married,Gold,52,1182206.0,2.4,2,23,4,14,Remote setup works well for me.,Support was polite and solved my issue quickly.,N/A###$$$,40.1,0
E100525,2016-07-28 01:32:10,2017-12-17 01:32:10,2025-11-24 13:20:09,IT,Senior Engineer,4,Bengaluru,Masters,Onsite,Married,Gold,33,892165.0,3.3,34,26,1,12,"I enjoy the work, but salary expectations are higher.",Amazing service! Fast delivery 😊,??###MISSING###??_TMP,60.6,0
E100526,2016-06-24 12:36:41,2019-10-11 12:36:41,2025-10-12 17:45:47,Sales,Lead,1,Delhi,Bachelors,Hybrid,Single,Gold,22,593704.0,3.1,39,35,6,6,"Work-life balance is okay, could improve.",Not satisfied. Product arrived damaged.,!!##DIV/0##!!_final,58.5,0
E100527,2017-09-14 09:49:18,2021-07-08 09:49:18,2025-11-23 10:55:21,Finance,Manager,4,Hyderabad,Masters,Remote,Married,Silver,51,753450.0,2.7,49,43,9,13,Promotion process feels slow…,Will definitely recommend to others.,###@!@!@###_final,71.5,0
E100528,2020-06-25 11:27:33,2025-02-26 11:27:33,2025-11-01 09:34:36,Marketing,Director,5,Hyderabad,Bachelors,Onsite,Single,Silver,29,444714.0,2.9,45,18,6,13,Great team culture 😊,Amazing service! Fast delivery 😊,%%OK%%^&*(),66.6,0
E100529,2016-06-16 17:33:00,2019-03-31 17:33:00,2025-10-20 08:49:39,HR,Manager,2,Bengaluru,Bachelors,Hybrid,Single,Silver,49,1136270.0,3.1,42,2,4,1,"Manager is supportive, but workload is high.","Average experience, nothing special.",N/A###$$$_backup,90.5,0
E100530,2019-04-30 05:19:14,2019-07-08 05:19:14,2025-09-14 10:41:33,Sales,Director,4,Chennai,Masters,Onsite,Other,Bronze,45,499173.0,2.7,79,42,2,14,"Work-life balance is okay, could improve.",Quality is okay… expected better 😐,###@!@!@###_TMP,59.2,0
E100531,2016-02-05 12:28:08,2017-10-01 12:28:08,2025-11-08 17:34:08,Finance,Analyst,5,Mumbai,Bachelors,Onsite,Married,Gold,29,971708.0,3.2,19,39,8,0,"Training was helpful, want more advanced sessions.","Average experience, nothing special.",@@NULL##DATA@@,74.1,0
E100532,2020-02-17 16:55:41,2024-10-28 16:55:41,2025-10-04 17:08:08,Sales,Analyst,3,Pune,Masters,Remote,Married,Bronze,46,689077.0,3.0,56,6,1,7,Feeling stressed due to deadlines 😐,Quality is okay… expected better 😐,**##FAIL##**,75.7,0
E100533,2015-03-15 08:11:30,2018-03-13 08:11:30,2025-09-23 18:29:01,Marketing,Analyst,3,Mumbai,Bachelors,Hybrid,Married,Silver,24,543324.0,2.8,6,37,9,14,"I enjoy the work, but salary expectations are higher.",Loved the packaging and quick response time.,@@NULL##DATA@@_backup,41.0,0
E100534,2015-07-12 02:40:14,2018-12-24 02:40:14,2025-09-21 06:53:05,Operations,Manager,2,Mumbai,Bachelors,Hybrid,Married,Gold,34,959589.0,4.3,67,4,3,10,Promotion process feels slow…,Worst experience ever!!! 😡😡,??###MISSING###??,93.0,0
E100535,2016-11-06 15:24:40,2019-06-12 15:24:40,2025-12-13 02:19:53,Finance,Lead,3,Mumbai,Bachelors,Hybrid,Single,Silver,33,816550.0,3.5,29,38,2,4,Great team culture 😊,"Average experience, nothing special.",??###MISSING###??_v2,49.3,0
E100536,2016-08-28 15:45:32,2017-09-07 15:45:32,2025-09-11 20:16:27,Finance,Engineer,5,Mumbai,Bachelors,Remote,Other,Diamond,43,1109547.0,2.9,27,44,4,9,"I enjoy the work, but salary expectations are higher.",Fantastic! Five stars ⭐⭐⭐⭐⭐,!!##DIV/0##!!_backup,41.3,0
E100537,2022-11-21 21:18:00,2025-12-01 00:00:00,2025-11-23 20:17:06,Operations,Analyst,4,Hyderabad,Diploma,Hybrid,Married,Silver,39,583099.0,3.3,10,0,1,3,Communication from leadership is excellent!,Support was polite and solved my issue quickly.,N/A###$$$_TMP,82.8,0
E100538,2019-01-28 16:08:24,2023-05-06 16:08:24,2025-11-30 22:41:03,Finance,Director,2,Bengaluru,Bachelors,Hybrid,Married,Silver,42,710671.0,2.5,40,43,1,3,"Training was helpful, want more advanced sessions.","Average experience, nothing special.",%%OK%%^&*(),52.9,0
E100539,2020-08-12 02:04:55,2025-12-01 00:00:00,2025-09-04 06:15:12,HR,Lead,3,Mumbai,Masters,Hybrid,Married,Gold,37,303089.0,2.9,31,7,2,13,"Manager is supportive, but workload is high.",Support was polite and solved my issue quickly.,~~CORRUPT~~@@@_backup,72.7,0
E100540,2019-11-25 11:20:30,2024-08-09 11:20:30,2025-11-01 21:06:52,Finance,Manager,4,Hyderabad,Masters,Onsite,Single,Bronze,46,353913.0,3.0,77,15,7,0,"Work-life balance is okay, could improve.",Quality is okay… expected better 😐,??###MISSING###??,100.0,0
E100541,2021-06-18 17:13:53,2023-03-04 17:13:53,2025-10-31 15:03:36,IT,Senior Engineer,1,Pune,Masters,Hybrid,Single,Gold,27,1349548.0,2.3,14,42,8,14,Feeling stressed due to deadlines 😐,Fantastic! Five stars ⭐⭐⭐⭐⭐,!!##DIV/0##!!_final,37.7,1
E100542,2022-08-17 03:43:42,2024-02-21 03:43:42,2025-10-08 15:51:19,HR,Senior Engineer,4,Hyderabad,Bachelors,Onsite,Single,Silver,45,1420900.0,3.5,33,21,3,6,"I enjoy the work, but salary expectations are higher.",Loved the packaging and quick response time.,###REF!@#$$_X,60.2,1
E100543,2018-09-27 02:39:00,2020-03-22 02:39:00,2025-11-10 00:07:12,Finance,Analyst,2,Chennai,Bachelors,Hybrid,Single,Diamond,23,923182.0,2.8,72,58,6,0,"Training was helpful, want more advanced sessions.",Worst experience ever!!! 😡😡,??###MISSING###??_X,59.8,0
E100544,2022-11-12 06:13:46,2025-12-01 00:00:00,2025-10-13 21:50:48,Operations,Engineer,2,Hyderabad,Bachelors,Hybrid,Married,Gold,24,694043.0,3.0,64,57,4,11,"Work-life balance is okay, could improve.","Delivery was late, but support helped.",??###MISSING###??_backup,49.2,1
E100545,2018-01-07 19:02:05,2021-02-20 19:02:05,2025-10-17 04:01:22,Operations,Director,3,Hyderabad,Masters,Hybrid,Married,Gold,45,825388.0,2.8,61,59,4,0,Promotion process feels slow…,Support was polite and solved my issue quickly.,$$$ERROR_404!!!_X,58.7,0
E100546,2024-05-06 23:28:15,2025-12-01 00:00:00,2025-10-16 07:25:40,HR,Senior Engineer,3,Mumbai,Bachelors,Hybrid,Single,Bronze,27,1118394.0,5.0,42,6,4,4,"Work-life balance is okay, could improve.",Quality is okay… expected better 😐,~~CORRUPT~~@@@_final,94.0,0
E100547,2019-10-16 16:43:39,2025-02-04 16:43:39,2025-11-24 01:41:57,Finance,Lead,5,Bengaluru,PhD,Hybrid,Single,Gold,47,771403.0,2.7,69,10,9,3,"Manager is supportive, but workload is high.",Not satisfied. Product arrived damaged.,%%OK%%^&*()_backup,97.6,0
E100548,2021-12-27 11:51:44,2025-05-10 11:51:44,2025-11-06 11:32:09,IT,Lead,2,Pune,Masters,Onsite,Married,Bronze,26,959408.0,1.8,17,10,5,11,Great team culture 😊,Amazing service! Fast delivery 😊,**##FAIL##**_TMP,75.8,0
E100549,2023-04-23 12:24:40,2025-12-01 00:00:00,2025-10-10 19:11:54,Operations,Engineer,2,Bengaluru,Bachelors,Hybrid,Single,Gold,26,896811.0,2.1,64,35,5,5,Communication from leadership is excellent!,Not satisfied. Product arrived damaged.,###@!@!@###_TMP,71.4,0
E100550,2022-07-11 21:56:54,2025-12-01 00:00:00,2025-12-07 07:27:31,HR,Engineer,2,Bengaluru,Masters,Remote,Married,Gold,52,757797.0,3.7,46,25,8,9,Promotion process feels slow…,Not satisfied. Product arrived damaged.,**##FAIL##**_X,62.0,0
E100551,2023-01-30 17:23:15,2023-09-01 17:23:15,2025-11-24 05:11:18,Operations,Lead,5,Chennai,Bachelors,Onsite,Single,Gold,27,768452.0,4.1,27,44,6,1,"I enjoy the work, but salary expectations are higher.",Loved the packaging and quick response time.,??###MISSING###??_backup,70.3,0
E100552,2020-02-04 15:05:52,2022-03-06 15:05:52,2025-12-07 22:36:16,Marketing,Analyst,5,Chennai,PhD,Hybrid,Single,Gold,52,973330.0,2.7,17,16,2,10,Promotion process feels slow…,Not satisfied. Product arrived damaged.,??###MISSING###??,71.8,1
E100553,2015-05-31 18:30:58,2019-06-23 18:30:58,2025-11-16 16:51:44,Operations,Senior Engineer,3,Bengaluru,Bachelors,Remote,Single,Bronze,33,655778.0,4.1,41,11,2,10,Remote setup works well for me.,Fantastic! Five stars ⭐⭐⭐⭐⭐,###REF!@#$$_backup,80.9,0
E100554,2019-09-07 00:19:44,2024-03-01 00:19:44,2025-10-12 02:33:35,HR,Director,4,Chennai,Diploma,Onsite,Married,Gold,48,1012932.0,3.7,0,38,4,4,Great team culture 😊,"Average experience, nothing special.",%%OK%%^&*(),47.7,1
E100555,2016-09-21 10:28:32,2017-09-04 10:28:32,2025-11-21 03:48:47,Marketing,Lead,5,Chennai,Masters,Hybrid,Single,Silver,53,782105.0,3.1,57,37,1,13,Great team culture 😊,Will definitely recommend to others.,@@NULL##DATA@@,65.6,1
E100556,2023-06-11 10:57:05,2025-04-18 10:57:05,2025-10-05 13:44:29,Operations,Lead,5,Mumbai,Masters,Hybrid,Married,Silver,25,931842.0,3.0,18,41,7,7,"Training was helpful, want more advanced sessions.","Average experience, nothing special.",$$$ERROR_404!!!_final,47.4,1
E100557,2017-04-01 00:44:56,2020-04-28 00:44:56,2025-09-29 10:44:25,Sales,Analyst,4,Mumbai,Bachelors,Onsite,Single,Silver,32,1245991.0,3.3,31,18,5,10,"I enjoy the work, but salary expectations are higher.",Fantastic! Five stars ⭐⭐⭐⭐⭐,??###MISSING###??_X,51.3,0
E100558,2017-03-01 22:42:28,2021-07-28 22:42:28,2025-10-18 08:38:13,Marketing,Engineer,3,Delhi,Masters,Hybrid,Single,Silver,40,857952.0,3.8,15,31,1,2,Great team culture 😊,"Delivery was late, but support helped.",###REF!@#$$_v2,67.8,0
E100559,2017-05-14 21:01:36,2018-02-17 21:01:36,2025-12-11 18:38:43,Marketing,Engineer,5,Pune,Bachelors,Hybrid,Married,Bronze,50,1129951.0,3.5,37,55,4,13,"Training was helpful, want more advanced sessions.",Worst experience ever!!! 😡😡,N/A###$$$_backup,48.3,1
E100560,2021-02-06 10:04:29,2024-06-15 10:04:29,2025-10-30 15:11:39,IT,Engineer,2,Pune,Masters,Hybrid,Single,Silver,28,451992.0,2.7,29,36,8,3,Need better tools and clearer priorities.,Support was polite and solved my issue quickly.,**##FAIL##**_X,72.4,1
E100561,2020-06-04 00:50:09,2022-03-01 00:50:09,2025-10-11 06:54:23,Marketing,Engineer,2,Mumbai,Bachelors,Remote,Single,Silver,28,782409.0,3.1,15,55,9,9,Communication from leadership is excellent!,Loved the packaging and quick response time.,@@NULL##DATA@@_backup,30.2,0
E100562,2024-01-04 13:55:24,2025-04-27 13:55:24,2025-10-19 11:46:52,Operations,Director,4,Delhi,Bachelors,Onsite,Married,Silver,34,906922.0,4.6,71,26,9,1,"Training was helpful, want more advanced sessions.","Delivery was late, but support helped.",N/A###$$$,94.6,0
E100563,2018-12-14 14:21:15,2021-11-07 14:21:15,2025-10-01 13:51:53,HR,Analyst,1,Chennai,Bachelors,Hybrid,Married,Silver,28,1380833.0,3.4,60,2,9,0,Feeling stressed due to deadlines 😐,Will definitely recommend to others.,%%OK%%^&*(),100.0,0
E100564,2017-09-05 22:34:33,2020-01-16 22:34:33,2025-11-09 04:03:30,HR,Lead,3,Hyderabad,Bachelors,Remote,Single,Gold,30,410012.0,3.8,31,45,6,1,Need better tools and clearer priorities.,Worst experience ever!!! 😡😡,??###MISSING###??,61.8,0
E100565,2015-06-20 19:31:08,2019-01-03 19:31:08,2025-10-07 19:04:13,Operations,Manager,5,Pune,Bachelors,Onsite,Single,Silver,26,875948.0,3.6,4,27,9,14,Need better tools and clearer priorities.,Support was polite and solved my issue quickly.,??###MISSING###??_backup,47.6,1
E100566,2015-01-25 12:56:31,2016-12-01 12:56:31,2025-10-29 05:05:07,HR,Manager,1,Chennai,Masters,Remote,Other,Gold,49,1264172.0,3.4,67,2,9,3,Feeling stressed due to deadlines 😐,Loved the packaging and quick response time.,###@!@!@###,100.0,0
E100567,2018-07-19 16:39:07,2023-01-31 16:39:07,2025-10-09 19:56:30,Finance,Engineer,5,Bengaluru,Bachelors,Onsite,Married,Silver,48,703745.0,3.3,55,8,6,13,Promotion process feels slow…,"Delivery was late, but support helped.",$$$ERROR_404!!!_final,82.4,0
E100568,2023-10-16 17:38:00,2024-05-14 17:38:00,2025-10-04 16:12:11,Operations,Engineer,3,Delhi,Masters,Hybrid,Married,Bronze,26,846790.0,3.8,44,18,4,8,Feeling stressed due to deadlines 😐,Amazing service! Fast delivery 😊,###REF!@#$$_TMP,82.7,0
E100569,2019-12-22 09:00:19,2024-09-18 09:00:19,2025-12-11 20:59:38,Sales,Manager,5,Chennai,Bachelors,Onsite,Married,Bronze,39,982935.0,3.7,48,11,9,1,Great team culture 😊,Quality is okay… expected better 😐,N/A###$$$_TMP,100.0,0
E100570,2023-06-26 19:45:19,2023-10-21 19:45:19,2025-10-07 07:14:29,Marketing,Engineer,4,Delhi,Masters,Hybrid,Married,Silver,43,946127.0,3.4,0,41,4,6,Promotion process feels slow…,"Delivery was late, but support helped.",###REF!@#$$_backup,38.2,0
E100571,2015-12-19 14:21:20,2020-01-14 14:21:20,2025-09-08 09:42:40,IT,Lead,1,Hyderabad,Masters,Hybrid,Single,Silver,42,1291443.0,2.7,37,36,2,7,Great team culture 😊,"Average experience, nothing special.",~~CORRUPT~~@@@,57.9,0
E100572,2015-11-20 15:17:37,2017-11-21 15:17:37,2025-10-10 18:03:13,HR,Analyst,4,Mumbai,Bachelors,Remote,Single,Silver,54,1012118.0,3.5,15,19,1,4,"Manager is supportive, but workload is high.",Quality is okay… expected better 😐,??###MISSING###??_X,65.0,0
E100573,2022-11-30 10:25:20,2025-02-10 10:25:20,2025-10-26 21:00:10,Marketing,Analyst,1,Mumbai,Masters,Remote,Married,Gold,43,1231943.0,3.2,52,5,6,9,Need better tools and clearer priorities.,Not satisfied. Product arrived damaged.,!!##DIV/0##!!_backup,81.6,1
E100574,2016-01-06 04:21:08,2016-04-11 04:21:08,2025-09-10 22:29:31,Sales,Lead,2,Mumbai,PhD,Hybrid,Married,Gold,44,809998.0,3.0,74,4,1,12,"Work-life balance is okay, could improve.","Delivery was late, but support helped.",~~CORRUPT~~@@@,78.5,0
E100575,2015-06-30 04:53:24,2019-05-22 04:53:24,2025-10-03 02:19:29,HR,Manager,5,Delhi,Masters,Hybrid,Other,Gold,23,714869.0,5.0,42,56,2,13,Great team culture 😊,Will definitely recommend to others.,N/A###$$$_backup,47.2,1
E100576,2018-11-02 09:26:33,2019-11-18 09:26:33,2025-09-18 10:28:40,HR,Analyst,5,Pune,Bachelors,Hybrid,Married,Diamond,24,843569.0,2.1,48,20,3,7,"Manager is supportive, but workload is high.",Fantastic! Five stars ⭐⭐⭐⭐⭐,###REF!@#$$,76.9,0
E100577,2023-10-13 08:26:18,2025-12-01 00:00:00,2025-10-23 13:38:01,Finance,Director,1,Mumbai,Bachelors,Remote,Single,Bronze,42,610224.0,3.9,53,6,5,13,"I enjoy the work, but salary expectations are higher.",Not satisfied. Product arrived damaged.,??###MISSING###??_backup,81.9,0
E100578,2021-07-18 18:45:25,2025-07-23 18:45:25,2025-11-15 22:14:48,Sales,Analyst,2,Chennai,Masters,Hybrid,Married,Bronze,51,1020878.0,2.6,74,42,5,13,"Training was helpful, want more advanced sessions.",Quality is okay… expected better 😐,~~CORRUPT~~@@@_X,62.3,0
E100579,2015-12-10 17:23:05,2020-08-04 17:23:05,2025-12-11 16:34:12,HR,Director,1,Chennai,Bachelors,Remote,Married,Silver,35,803530.0,3.3,3,52,5,1,Communication from leadership is excellent!,Support was polite and solved my issue quickly.,**##FAIL##**,46.8,0
E100580,2022-12-13 04:05:27,2025-12-01 00:00:00,2025-10-11 20:31:25,Sales,Lead,2,Chennai,Masters,Onsite,Single,Gold,43,732053.0,5.0,24,7,5,9,Communication from leadership is excellent!,Loved the packaging and quick response time.,###@!@!@###_X,90.2,0
E100581,2023-01-04 12:25:49,2024-10-09 12:25:49,2025-11-30 15:24:42,Finance,Director,5,Pune,Bachelors,Hybrid,Married,Silver,28,1024665.0,2.5,21,56,9,11,Great team culture 😊,Quality is okay… expected better 😐,%%OK%%^&*()_backup,30.1,0
E100582,2022-08-08 19:34:27,2025-12-01 00:00:00,2025-09-23 12:38:17,Sales,Director,1,Delhi,Masters,Hybrid,Married,Gold,37,614071.0,2.7,57,43,2,0,Feeling stressed due to deadlines 😐,Fantastic! Five stars ⭐⭐⭐⭐⭐,$$$ERROR_404!!!,61.4,0
E100583,2023-07-28 09:37:35,2025-12-01 00:00:00,2025-11-21 22:51:08,IT,Engineer,4,Hyderabad,Bachelors,Onsite,Single,Silver,46,1092626.0,3.2,35,15,5,9,"I enjoy the work, but salary expectations are higher.",Fantastic! Five stars ⭐⭐⭐⭐⭐,###@!@!@###,71.6,0
E100584,2017-04-11 21:31:38,2019-02-15 21:31:38,2025-10-30 01:56:04,Sales,Lead,5,Pune,Bachelors,Onsite,Married,Bronze,43,780416.0,2.6,61,46,6,13,"Work-life balance is okay, could improve.",Loved the packaging and quick response time.,N/A###$$$_final,69.5,1
E100585,2024-04-20 03:37:36,2025-02-14 03:37:36,2025-11-19 14:35:48,Marketing,Engineer,5,Mumbai,Diploma,Remote,Married,Gold,25,1189774.0,3.8,37,25,3,4,"I enjoy the work, but salary expectations are higher.",Amazing service! Fast delivery 😊,###REF!@#$$_TMP,64.6,0
E100586,2018-01-17 04:11:43,2022-12-08 04:11:43,2025-11-19 07:57:34,IT,Senior Engineer,2,Hyderabad,Masters,Hybrid,Married,Gold,51,801816.0,2.8,78,38,2,12,Remote setup works well for me.,Will definitely recommend to others.,~~CORRUPT~~@@@_TMP,73.8,0
E100587,2020-07-02 05:40:13,2021-06-14 05:40:13,2025-10-26 21:43:45,HR,Engineer,4,Pune,Masters,Onsite,Single,Gold,52,1057977.0,3.7,61,7,1,14,"Training was helpful, want more advanced sessions.",Loved the packaging and quick response time.,@@NULL##DATA@@,93.1,0
E100588,2022-05-27 05:28:28,2025-09-20 05:28:28,2025-09-28 00:42:15,Operations,Senior Engineer,3,Mumbai,Diploma,Hybrid,Married,Diamond,37,944891.0,2.3,1,14,3,9,Great team culture 😊,Fantastic! Five stars ⭐⭐⭐⭐⭐,###REF!@#$$,37.8,0
E100589,2020-12-17 06:39:57,2022-05-19 06:39:57,2025-10-26 05:59:02,Sales,Director,1,Mumbai,Bachelors,Hybrid,Married,Gold,33,1085975.0,1.9,79,46,3,9,Feeling stressed due to deadlines 😐,Support was polite and solved my issue quickly.,@@NULL##DATA@@,67.6,0
E100590,2021-02-06 03:10:04,2021-12-07 03:10:04,2025-11-26 19:30:37,Operations,Senior Engineer,2,Hyderabad,Bachelors,Hybrid,Married,Diamond,39,927487.0,3.0,76,48,2,8,"I enjoy the work, but salary expectations are higher.",Quality is okay… expected better 😐,###@!@!@###_X,71.0,1
E100591,2020-11-07 06:33:27,2025-02-20 06:33:27,2025-12-11 22:03:38,Sales,Analyst,4,Bengaluru,Bachelors,Remote,Single,Gold,48,484151.0,2.1,3,0,3,6,"Training was helpful, want more advanced sessions.",Loved the packaging and quick response time.,$$$ERROR_404!!!,68.2,0
E100592,2022-05-25 13:25:28,2023-04-28 13:25:28,2025-12-07 09:18:44,Operations,Engineer,4,Bengaluru,Bachelors,Remote,Married,Gold,36,1152198.0,4.3,31,12,7,6,"I enjoy the work, but salary expectations are higher.","Delivery was late, but support helped.",$$$ERROR_404!!!,74.5,0
E100593,2022-01-07 00:01:25,2025-09-28 00:01:25,2025-09-20 01:17:49,Sales,Lead,3,Mumbai,Bachelors,Hybrid,Married,Gold,22,878079.0,2.1,77,36,8,7,"Training was helpful, want more advanced sessions.",Will definitely recommend to others.,~~CORRUPT~~@@@,68.8,0
E100594,2016-04-11 15:02:57,2020-02-14 15:02:57,2025-11-02 17:26:03,IT,Manager,4,Bengaluru,PhD,Hybrid,Married,Silver,24,1097379.0,2.5,67,54,5,7,"Work-life balance is okay, could improve.",Loved the packaging and quick response time.,%%OK%%^&*()_TMP,55.5,0
E100595,2022-11-04 18:11:59,2023-04-29 18:11:59,2025-09-11 23:34:45,Operations,Manager,4,Mumbai,Bachelors,Hybrid,Married,Gold,48,1072562.0,3.5,37,40,1,12,Remote setup works well for me.,Loved the packaging and quick response time.,$$$ERROR_404!!!,50.5,0
E100596,2020-02-03 02:00:53,2021-03-04 02:00:53,2025-11-10 05:44:53,Finance,Senior Engineer,2,Chennai,Bachelors,Remote,Single,Bronze,47,706676.0,2.8,43,42,7,11,Great team culture 😊,Will definitely recommend to others.,@@NULL##DATA@@,49.1,1
E100597,2018-01-25 10:52:46,2022-06-14 10:52:46,2025-12-14 04:41:09,IT,Engineer,2,Chennai,Bachelors,Onsite,Married,Gold,47,671301.0,2.1,2,23,2,5,"Work-life balance is okay, could improve.",Will definitely recommend to others.,~~CORRUPT~~@@@_backup,52.2,0
E100598,2019-11-19 07:47:52,2022-09-28 07:47:52,2025-09-06 12:29:29,Finance,Manager,5,Bengaluru,Bachelors,Onsite,Single,Gold,26,1063839.0,4.6,45,3,1,7,Great team culture 😊,Support was polite and solved my issue quickly.,??###MISSING###??_final,100.0,0
E100599,2024-03-07 11:58:06,2024-12-27 11:58:06,2025-11-08 22:33:46,Finance,Manager,5,Delhi,Bachelors,Remote,Married,Diamond,27,824188.0,2.5,53,45,6,3,Feeling stressed due to deadlines 😐,Loved the packaging and quick response time.,~~CORRUPT~~@@@_backup,53.9,1
E100600,2023-02-22 01:26:40,2025-12-01 00:00:00,2025-12-09 06:42:36,IT,Director,1,Hyderabad,Masters,Remote,Single,Silver,35,1134107.0,3.1,28,47,4,2,Remote setup works well for me.,Amazing service! Fast delivery 😊,###REF!@#$$_backup,41.2,0
E100601,2022-12-01 06:23:40,2024-06-27 06:23:40,2025-11-28 22:54:17,Marketing,Manager,4,Hyderabad,Bachelors,Hybrid,Married,Gold,29,855450.0,3.1,24,26,3,5,Remote setup works well for me.,Support was polite and solved my issue quickly.,%%OK%%^&*()_X,74.4,0
E100602,2019-05-24 23:43:00,2019-07-30 23:43:00,2025-10-12 05:03:41,HR,Director,1,Hyderabad,Masters,Hybrid,Single,Silver,34,1155852.0,3.7,66,30,9,0,Need better tools and clearer priorities.,Not satisfied. Product arrived damaged.,~~CORRUPT~~@@@_TMP,85.0,0
E100603,2022-06-12 09:21:39,2025-12-01 00:00:00,2025-09-11 21:52:59,HR,Lead,5,Bengaluru,Masters,Hybrid,Married,Gold,40,1005826.0,3.5,35,14,1,12,Communication from leadership is excellent!,Not satisfied. Product arrived damaged.,@@NULL##DATA@@,67.2,0
E100604,2018-08-28 11:46:08,2018-11-28 11:46:08,2025-12-07 00:13:44,Finance,Analyst,3,Delhi,Masters,Hybrid,Married,Bronze,31,971994.0,2.6,21,27,1,1,"I enjoy the work, but salary expectations are higher.",Support was polite and solved my issue quickly.,$$$ERROR_404!!!,65.2,0
E100605,2021-07-07 14:55:31,2024-08-13 14:55:31,2025-12-06 17:43:58,Operations,Senior Engineer,4,Bengaluru,Masters,Hybrid,Single,Gold,26,806497.0,3.0,29,14,6,4,"I enjoy the work, but salary expectations are higher.","Delivery was late, but support helped.",**##FAIL##**_final,77.7,0
E100606,2021-01-27 00:07:48,2025-12-01 00:00:00,2025-10-31 19:01:24,Operations,Senior Engineer,4,Chennai,Bachelors,Onsite,Single,Gold,35,958107.0,3.0,39,25,4,3,"Training was helpful, want more advanced sessions.",Fantastic! Five stars ⭐⭐⭐⭐⭐,**##FAIL##**_X,69.3,0
E100607,2017-05-16 07:14:44,2020-08-08 07:14:44,2025-12-12 18:48:52,Operations,Analyst,4,Pune,Bachelors,Hybrid,Married,Bronze,45,1198213.0,3.7,20,8,8,3,Great team culture 😊,Fantastic! Five stars ⭐⭐⭐⭐⭐,$$$ERROR_404!!!_X,83.9,1
E100608,2017-07-13 02:16:29,2020-10-19 02:16:29,2025-09-01 11:38:21,HR,Engineer,2,Hyderabad,Bachelors,Hybrid,Married,Gold,42,886446.0,2.4,44,36,1,5,"Work-life balance is okay, could improve.","Delivery was late, but support helped.",N/A###$$$,55.9,0
E100609,2015-08-01 00:14:02,2017-10-22 00:14:02,2025-11-04 17:51:31,Marketing,Lead,5,Pune,Diploma,Hybrid,Single,Gold,32,1032794.0,4.6,68,14,4,10,Communication from leadership is excellent!,Quality is okay… expected better 😐,%%OK%%^&*()_backup,86.8,0
E100610,2016-04-29 17:12:15,2017-03-01 17:12:15,2025-09-05 01:07:33,Operations,Senior Engineer,3,Hyderabad,Masters,Onsite,Single,Silver,32,911590.0,2.7,59,43,2,13,Feeling stressed due to deadlines 😐,Quality is okay… expected better 😐,??###MISSING###??_TMP,38.3,0
E100611,2019-02-12 18:56:51,2022-04-28 18:56:51,2025-12-08 05:56:58,Finance,Analyst,3,Pune,Bachelors,Remote,Single,Gold,41,931151.0,3.2,18,31,1,2,Promotion process feels slow…,Fantastic! Five stars ⭐⭐⭐⭐⭐,$$$ERROR_404!!!_backup,72.1,0
